180	98	58	54	28	34	80	65	83	48 	33 
180	98	58	54	28	34	80	66	83	48 	33 
180	98	58	54	28	35	81	67	83	48 	33 
180	98	58	54	28	35	82	68	83	48 	33 
180	98	58	54	28	36	83	69	84	48 	34 
180	98	58	54	28	36	84	70	84	48 	34 
180	98	58	54	28	37	85	71	84	48 	34 
180	98	58	54	28	37	85	72	84	48 	34 
180	98	58	54	28	38	86	73	85	49 	34 
180	98	58	54	28	38	87	74	85	49 	34 
180	98	58	54	28	38	87	75	85	49 	34 
180	98	58	54	28	38	87	76	86	50 	34 
180	98	58	54	28	38	88	77	86	50 	34 
180	98	58	54	28	39	88	78	87	50 	35 
180	98	58	54	28	39	89	79	87	50 	35 
180	98	58	54	28	39	89	80	88	51 	35 
180	98	58	54	28	40	90	81	88	51 	35 
180	98	58	54	28	40	90	82	89	51 	36 
180	98	58	54	28	40	91	83	89	51 	36 
180	98	58	54	28	41	91	84	90	52 	36 
180	98	58	54	28	41	92	85	90	52 	36 
180	98	58	54	28	41	92	86	91	52 	36 
180	98	58	54	28	42	93	87	91	52 	36 
180	98	58	54	28	42	93	88	92	53 	37 
180	98	58	54	28	42	94	89	92	53 	37 
180	98	58	54	28	43	94	90	93	54 	37 
180	98	58	54	28	43	95	91	93	54 	37 
180	98	58	54	28	43	95	92	94	54 	38 
180	98	58	54	28	44	96	93	94	54 	38 
180	98	58	54	28	44	96	94	95	55 	38 
180	98	58	54	28	44	97	95	95	55 	38 
180	98	58	54	28	44	97	96	96	55 	38 
